formula,reagent,detection,instrument,phase,environment,setting,biome,reference,doi,note
C10H18O10,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H18O10 | DBE 2，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证） | source: Table S3
C10H20O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H20O6 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
C10H20O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H20O8 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
C10H20O9,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H20O9 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
C10H20O10,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H20O10 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
C10H22O4,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H22O4 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C10H22O6,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C10H22O6 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C10H22O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C10H22O8 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C11H10O2,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H10O2 | DBE 7，整数 ⇒ 闭壳层 | source: Table S3
C11H12O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H12O6 | DBE 6，整数 ⇒ 闭壳层 | source: Table S3
C11H12O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H12O7 | DBE 6，整数 ⇒ 闭壳层 | source: Table S3
C11H12O10,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H12O10 | DBE 6，整数 ⇒ 闭壳层 | source: Table S3
C11H14O2,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H14O2 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C11H14O3,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H14O3 | DBE 5，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证） | source: Table S3
C11H14O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H14O6 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C11H14O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H14O7 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C11H14O9,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H14O9 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C11H14O10,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H14O10 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C11H16O,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H16O | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C11H16O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H16O6 | DBE 4，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证）；属正文选出的 77 个颗粒相 OOM，Figure 4e 给出 FIGAERO 热谱图反演的 log C*300K | source: Table S3 + Figure 4e
C11H16O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H16O7 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C11H16O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H16O8 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C11H16O9,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H16O9 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C11H17O4,I-,adduct,FIGAERO-I-CIMS,particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅颗粒相检出 | as written: C11H17O4 | DBE 3.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H17O6,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H17O6 | DBE 3.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H17O7,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H17O7 | DBE 3.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H17O8,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H17O8 | DBE 3.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H18O5,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H18O5 | DBE 3，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证） | source: Table S3
C11H18O6,I-,adduct,FIGAERO-I-CIMS,particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅颗粒相检出 | as written: C11H18O6 | DBE 3，整数 ⇒ 闭壳层 | source: Table S3
C11H18O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H18O7 | DBE 3，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证） | source: Table S3
C11H18O10,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H18O10 | DBE 3，整数 ⇒ 闭壳层 | source: Table S3
C11H19O3,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H19O3 | DBE 2.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H19O7,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H19O7 | DBE 2.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H19O8,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H19O8 | DBE 2.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C11H20O10,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H20O10 | DBE 2，整数 ⇒ 闭壳层 | source: Table S3
C11H20O11,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H20O11 | DBE 2，整数 ⇒ 闭壳层 | source: Table S3
C11H24O3,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H24O3 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C11H24O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C11H24O6 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C11H24O7,I-,adduct,FIGAERO-I-CIMS,particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅颗粒相检出 | as written: C11H24O7 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C11H24O10,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C11H24O10 | DBE 0，整数 ⇒ 闭壳层 | source: Table S3
C12H8O12,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H8O12 | DBE 9，整数 ⇒ 闭壳层 | source: Table S3
C12H10O6,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H10O6 | DBE 8，整数 ⇒ 闭壳层 | source: Table S3
C12H10O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H10O8 | DBE 8，整数 ⇒ 闭壳层 | source: Table S3
C12H12O5,I-,adduct,FIGAERO-I-CIMS,particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅颗粒相检出 | as written: C12H12O5 | DBE 7，整数 ⇒ 闭壳层 | source: Table S3
C12H12O8,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H12O8 | DBE 7，整数 ⇒ 闭壳层 | source: Table S3
C12H14O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H14O7 | DBE 6，整数 ⇒ 闭壳层 | source: Table S3
C12H16O2,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H16O2 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H16O6,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H16O6 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H16O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H16O7 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H16O8,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H16O8 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H16O10,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H16O10 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H16O11,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H16O11 | DBE 5，整数 ⇒ 闭壳层 | source: Table S3
C12H17O7,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H17O7 | DBE 4.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C12H18O6,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H18O6 | DBE 4，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证） | source: Table S3
C12H18O7,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H18O7 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C12H18O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H18O8 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C12H18O9,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H18O9 | DBE 4，整数 ⇒ 闭壳层 | source: Table S3
C12H19O7,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H19O7 | DBE 3.5，半整数 ⇒ 开壳层自由基（RO2/RO） | source: Table S3
C12H20O5,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H20O5 | DBE 3，整数 ⇒ 闭壳层 | 同一分子亦被 UPLC/(-)ESI-Orbitrap MS 在颗粒相检出（独立电离/检测技术互证）；属正文选出的 77 个颗粒相 OOM，Figure 4e 给出 FIGAERO 热谱图反演的 log C*300K | source: Table S3 + Figure 4e
C12H20O7,I-,adduct,FIGAERO-I-CIMS,gas,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；仅气相检出 | as written: C12H20O7 | DBE 3，整数 ⇒ 闭壳层 | source: Table S3
C12H20O8,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H20O8 | DBE 3，整数 ⇒ 闭壳层 | source: Table S3
C12H24O5,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H24O5 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
C12H24O6,I-,adduct,FIGAERO-I-CIMS,gas/particle,chamber; alpha-pinene ozonolysis flow tube (TANGENT),chamber,,"Vasudevan-Geetha et al., 2026, ACS Earth Space Chem.",10.1021/acsearthspacechem.5c00327,alpha-pinene 臭氧解 OOM；气相+颗粒相均检出 | as written: C12H24O6 | DBE 1，整数 ⇒ 闭壳层 | source: Table S3
